{0.355, 0.28}
{0.36, 0.26}
{0.36, 0.27}
{0.365, 0.25}
{0.365, 0.26}
{0.37, 0.23}
{0.37, 0.24000000000000002}
{0.37, 0.25}
{0.375, 0.21000000000000002}
{0.375, 0.22}
{0.375, 0.23}
{0.375, 0.24000000000000002}
{0.38, 0.2}
{0.38, 0.21000000000000002}
{0.38, 0.22}
{0.38, 0.23}
{0.385, 0.18000000000000002}
{0.385, 0.19}
{0.385, 0.2}
{0.385, 0.21000000000000002}
{0.385, 0.22}
{0.39, 0.16}
{0.39, 0.17}
{0.39, 0.18000000000000002}
{0.39, 0.19}
{0.39, 0.2}
{0.39, 0.21000000000000002}
{0.395, 0.15000000000000002}
{0.395, 0.16}
{0.395, 0.17}
{0.395, 0.18000000000000002}
{0.395, 0.19}
{0.395, 0.2}
{0.4, 0.13}
{0.4, 0.14}
{0.4, 0.15000000000000002}
{0.4, 0.16}
{0.4, 0.17}
{0.4, 0.18000000000000002}
{0.4, 0.19}
{0.405, 0.11}
{0.405, 0.12}
{0.405, 0.13}
{0.405, 0.14}
{0.405, 0.15000000000000002}
{0.405, 0.16}
{0.405, 0.17}
{0.405, 0.18000000000000002}
{0.41000000000000003, 0.09999999999999999}
{0.41000000000000003, 0.11}
{0.41000000000000003, 0.12}
{0.41000000000000003, 0.13}
{0.41000000000000003, 0.14}
{0.41000000000000003, 0.15000000000000002}
{0.41000000000000003, 0.16}
{0.41000000000000003, 0.17}
{0.41500000000000004, 0.08}
{0.41500000000000004, 0.09}
{0.41500000000000004, 0.09999999999999999}
{0.41500000000000004, 0.11}
{0.41500000000000004, 0.12}
{0.41500000000000004, 0.13}
{0.41500000000000004, 0.14}
{0.41500000000000004, 0.15000000000000002}
{0.41500000000000004, 0.16}
{0.42, 0.060000000000000005}
{0.42, 0.06999999999999999}
{0.42, 0.08}
{0.42, 0.09}
{0.42, 0.09999999999999999}
{0.42, 0.11}
{0.42, 0.12}
{0.42, 0.13}
{0.42, 0.14}
{0.42, 0.15000000000000002}
{0.425, 0.05}
{0.425, 0.060000000000000005}
{0.425, 0.06999999999999999}
{0.425, 0.08}
{0.425, 0.09}
{0.425, 0.09999999999999999}
{0.425, 0.11}
{0.425, 0.12}
{0.425, 0.13}
{0.425, 0.14}
{0.43, 0.03}
{0.43, 0.04}
{0.43, 0.05}
{0.43, 0.060000000000000005}
{0.43, 0.06999999999999999}
{0.43, 0.08}
{0.43, 0.09}
{0.43, 0.09999999999999999}
{0.43, 0.11}
{0.43, 0.12}
{0.43, 0.13}
{0.435, 0.01}
{0.435, 0.02}
{0.435, 0.03}
{0.435, 0.04}
{0.435, 0.05}
{0.435, 0.060000000000000005}
{0.435, 0.06999999999999999}
{0.435, 0.08}
{0.435, 0.09}
{0.435, 0.09999999999999999}
{0.435, 0.11}
{0.435, 0.12}
{0.44, 0.01}
{0.44, 0.02}
{0.44, 0.03}
{0.44, 0.04}
{0.44, 0.05}
{0.44, 0.060000000000000005}
{0.44, 0.06999999999999999}
{0.44, 0.08}
{0.44, 0.09}
{0.44, 0.09999999999999999}
{0.44, 0.11}
{0.445, 0.01}
{0.445, 0.02}
{0.445, 0.03}
{0.445, 0.04}
{0.445, 0.05}
{0.445, 0.060000000000000005}
{0.445, 0.06999999999999999}
{0.445, 0.08}
{0.445, 0.09}
{0.445, 0.09999999999999999}
{0.45, 0.01}
{0.45, 0.02}
{0.45, 0.03}
{0.45, 0.04}
{0.45, 0.05}
{0.45, 0.060000000000000005}
{0.45, 0.06999999999999999}
{0.45, 0.08}
{0.45, 0.09}
{0.455, 0.01}
{0.455, 0.02}
{0.455, 0.03}
{0.455, 0.04}
{0.455, 0.05}
{0.455, 0.060000000000000005}
{0.455, 0.06999999999999999}
{0.455, 0.08}
{0.46, 0.01}
{0.46, 0.02}
{0.46, 0.03}
{0.46, 0.04}
{0.46, 0.05}
{0.46, 0.060000000000000005}
{0.46, 0.06999999999999999}
{0.46, 0.08}
{0.465, 0.01}
{0.465, 0.02}
{0.465, 0.03}
{0.465, 0.04}
{0.465, 0.05}
{0.465, 0.060000000000000005}
{0.465, 0.06999999999999999}
{0.47000000000000003, 0.01}
{0.47000000000000003, 0.02}
{0.47000000000000003, 0.03}
{0.47000000000000003, 0.04}
{0.47000000000000003, 0.05}
{0.47000000000000003, 0.060000000000000005}
{0.47500000000000003, 0.01}
{0.47500000000000003, 0.02}
{0.47500000000000003, 0.03}
{0.47500000000000003, 0.04}
{0.47500000000000003, 0.05}
{0.48, 0.01}
{0.48, 0.02}
{0.48, 0.03}
{0.48, 0.04}
{0.485, 0.01}
{0.485, 0.02}
{0.485, 0.03}
{0.49, 0.01}
{0.49, 0.02}
{0.495, 0.01}
